SAMPLING EVENT IDENTIFIER,SCIENTIFIC NAME,COMMON NAME,OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,PROTOCOL NAME,PROTOCOL CODE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,matched_hour,nearest_station,distance_km,co_ppm,no2_ppb,o3_ppb,pm10_ugm3,pm25_ugm3,so2_ugm3
S82094356,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82117453,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S88790728,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.422029,-74.297992,2021-02-14,07:18:00,Traveling,P22,128.0,0.382,1.0,1,7,Ciudad Bolivar,22.654361968787182,0.977276,0.02009932,0.002576965,60.39886,33.82085,0.01395741
S82081393,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82142070,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82145919,Leuconotopicus fumigatus,Smoky-brown Woodpecker,1,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S174169138,Tringa solitaria,Solitary Sandpiper,1,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S81489778,Tringa solitaria,Solitary Sandpiper,3,4.793759,-74.112129,2021-02-14,16:30:00,Traveling,P22,96.0,1.241,4.0,1,17,Bolivia,6.619114661292602,0.785414,0.022613,,38.16412,20.07289,0.000597792
S81241147,Tringa solitaria,Solitary Sandpiper,1,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S80667778,Tringa solitaria,Solitary Sandpiper,X,4.6519441,-74.231885,2021-02-06,05:44:00,Traveling,P22,135.0,2.75,1.0,1,6,Bosa,6.004722032972881,1.121124,0.01976947,0.000824752,45.42978,11.38167,0.00072333
S80524881,Tringa solitaria,Solitary Sandpiper,X,4.6519441,-74.231885,2021-02-06,11:09:00,Traveling,P22,124.0,2.29,1.0,1,11,Bosa,6.004722032972881,0.255228,0.006626066,0.02954115,40.39225,13.40648,0.000298992
S81009853,Tringa solitaria,Solitary Sandpiper,1,4.793777,-74.112129,2021-02-12,16:38:00,Traveling,P22,57.0,0.437,4.0,1,17,Bolivia,6.6210627493268035,0.546384,0.0205876,,73.32397,36.77723,0.005031377
S82117453,Tringa solitaria,Solitary Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82142070,Tringa solitaria,Solitary Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82081393,Tringa solitaria,Solitary Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82145919,Tringa solitaria,Solitary Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82094356,Tringa solitaria,Solitary Sandpiper,6,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82117453,Porzana carolina,Sora,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82145919,Porzana carolina,Sora,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82142070,Porzana carolina,Sora,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82094356,Porzana carolina,Sora,2,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82081393,Porzana carolina,Sora,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S174169138,Vanellus chilensis,Southern Lapwing,2,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S81241147,Vanellus chilensis,Southern Lapwing,2,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S80979307,Vanellus chilensis,Southern Lapwing,2,4.792404,-74.111974,2021-02-11,17:35:00,Traveling,P22,54.0,0.311,2.0,1,18,Bolivia,6.476613440553323,0.743737,0.02636374,,65.80519,19.07779,0.004644773
S174169137,Vanellus chilensis,Southern Lapwing,2,4.79374,-74.112061,2021-02-19,16:32:00,Traveling,P22,106.0,0.913,3.0,1,17,Bolivia,6.618792436862279,0.556945,0.01615972,,27.18122,12.8903,0.000845945
S80667778,Vanellus chilensis,Southern Lapwing,X,4.6519441,-74.231885,2021-02-06,05:44:00,Traveling,P22,135.0,2.75,1.0,1,6,Bosa,6.004722032972881,1.121124,0.01976947,0.000824752,45.42978,11.38167,0.00072333
S81009853,Vanellus chilensis,Southern Lapwing,1,4.793777,-74.112129,2021-02-12,16:38:00,Traveling,P22,57.0,0.437,4.0,1,17,Bolivia,6.6210627493268035,0.546384,0.0205876,,73.32397,36.77723,0.005031377
S87378470,Vanellus chilensis,Southern Lapwing,1,4.4950007,-73.9440595,2021-02-13,05:50:00,Traveling,P22,100.0,0.73,14.0,1,6,San Cristobal,17.706207888895467,,,0.01460171,23.0,12.0,
S82094356,Vanellus chilensis,Southern Lapwing,3,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S87383908,Vanellus chilensis,Southern Lapwing,1,4.4950007,-73.9440595,2021-02-13,05:50:00,Traveling,P22,100.0,0.73,14.0,1,6,San Cristobal,17.706207888895467,,,0.01460171,23.0,12.0,
S81963036,Vanellus chilensis,Southern Lapwing,2,4.79374,-74.112061,2021-02-19,16:32:00,Traveling,P22,106.0,0.913,3.0,1,17,Bolivia,6.618792436862279,0.556945,0.01615972,,27.18122,12.8903,0.000845945
S82142070,Vanellus chilensis,Southern Lapwing,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S81739436,Vanellus chilensis,Southern Lapwing,3,4.6653104,-73.9904308,2021-02-16,08:30:00,Stationary,P21,180.0,,1.0,1,9,MinAmbiente,9.605716587892372,,,0.01844974,32.64515,33.0,
S82117453,Vanellus chilensis,Southern Lapwing,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82081393,Vanellus chilensis,Southern Lapwing,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80836899,Vanellus chilensis,Southern Lapwing,2,4.792404,-74.111974,2021-02-11,17:35:00,Traveling,P22,54.0,0.311,2.0,1,18,Bolivia,6.476613440553323,0.743737,0.02636374,,65.80519,19.07779,0.004644773
S81489778,Vanellus chilensis,Southern Lapwing,2,4.793759,-74.112129,2021-02-14,16:30:00,Traveling,P22,96.0,1.241,4.0,1,17,Bolivia,6.619114661292602,0.785414,0.022613,,38.16412,20.07289,0.000597792
S80524881,Vanellus chilensis,Southern Lapwing,X,4.6519441,-74.231885,2021-02-06,11:09:00,Traveling,P22,124.0,2.29,1.0,1,11,Bosa,6.004722032972881,0.255228,0.006626066,0.02954115,40.39225,13.40648,0.000298992
S82145919,Vanellus chilensis,Southern Lapwing,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82117453,Forpus conspicillatus,Spectacled Parrotlet,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80371355,Forpus conspicillatus,Spectacled Parrotlet,1,4.793493,-74.112723,2021-02-03,13:59:00,Traveling,P22,25.0,0.225,1.0,1,14,Bolivia,6.575468631214033,0.155699,0.0124132,,98.63107,9.39608,0.000702337
S82142070,Forpus conspicillatus,Spectacled Parrotlet,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82094356,Forpus conspicillatus,Spectacled Parrotlet,1,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82081393,Forpus conspicillatus,Spectacled Parrotlet,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82145919,Forpus conspicillatus,Spectacled Parrotlet,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80667778,Porphyriops melanops,Spot-flanked Gallinule,X,4.6519441,-74.231885,2021-02-06,05:44:00,Traveling,P22,135.0,2.75,1.0,1,6,Bosa,6.004722032972881,1.121124,0.01976947,0.000824752,45.42978,11.38167,0.00072333
S82145919,Porphyriops melanops,Spot-flanked Gallinule,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82142070,Porphyriops melanops,Spot-flanked Gallinule,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82094356,Porphyriops melanops,Spot-flanked Gallinule,2,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82117453,Porphyriops melanops,Spot-flanked Gallinule,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80524881,Porphyriops melanops,Spot-flanked Gallinule,X,4.6519441,-74.231885,2021-02-06,11:09:00,Traveling,P22,124.0,2.29,1.0,1,11,Bosa,6.004722032972881,0.255228,0.006626066,0.02954115,40.39225,13.40648,0.000298992
S82081393,Porphyriops melanops,Spot-flanked Gallinule,2,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82142070,Actitis macularius,Spotted Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82145919,Actitis macularius,Spotted Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S81963036,Actitis macularius,Spotted Sandpiper,3,4.79374,-74.112061,2021-02-19,16:32:00,Traveling,P22,106.0,0.913,3.0,1,17,Bolivia,6.618792436862279,0.556945,0.01615972,,27.18122,12.8903,0.000845945
S174169137,Actitis macularius,Spotted Sandpiper,3,4.79374,-74.112061,2021-02-19,16:32:00,Traveling,P22,106.0,0.913,3.0,1,17,Bolivia,6.618792436862279,0.556945,0.01615972,,27.18122,12.8903,0.000845945
S82081393,Actitis macularius,Spotted Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82117453,Actitis macularius,Spotted Sandpiper,3,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S81241147,Actitis macularius,Spotted Sandpiper,1,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S82094356,Actitis macularius,Spotted Sandpiper,2,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S174169138,Actitis macularius,Spotted Sandpiper,1,4.790875,-74.111979,2021-02-13,15:33:00,Traveling,P22,70.0,1.533,5.0,1,16,Bolivia,6.311443860941208,0.468053,0.01612862,,24.09303,12.28211,0.001015391
S87383908,Colibri coruscans,Sparkling Violetear,1,4.4950007,-73.9440595,2021-02-13,05:50:00,Traveling,P22,100.0,0.73,14.0,1,6,San Cristobal,17.706207888895467,,,0.01460171,23.0,12.0,
S82142070,Colibri coruscans,Sparkling Violetear,4,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S87378470,Colibri coruscans,Sparkling Violetear,1,4.4950007,-73.9440595,2021-02-13,05:50:00,Traveling,P22,100.0,0.73,14.0,1,6,San Cristobal,17.706207888895467,,,0.01460171,23.0,12.0,
S87383913,Colibri coruscans,Sparkling Violetear,1,4.4953274,-73.9465575,2021-02-13,07:39:00,Traveling,P22,109.0,0.62,14.0,1,8,San Cristobal,17.446940429812233,,,0.0206877,31.0,11.0,
S82081393,Colibri coruscans,Sparkling Violetear,4,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S82094356,Colibri coruscans,Sparkling Violetear,2,4.7302826,-74.1493195,2021-02-21,06:22:00,Traveling,P22,241.0,0.91,5.0,1,6,Bolivia,2.6738947098168167,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80799729,Colibri coruscans,Sparkling Violetear,6,4.4873439,-73.9322162,2021-02-10,07:00:00,Area,P23,420.0,,1.0,1,7,San Cristobal,19.267761155293204,,,0.001294314,23.0,16.0,
S81062306,Colibri coruscans,Sparkling Violetear,3,4.700539,-74.200716,2021-02-13,06:45:00,Traveling,P22,72.0,2.0,3.0,1,7,Fontibon,6.775437474312579,0.814333,0.01983192,0.01246733,47.56425,30.05618,0.001855782
S80864207,Colibri coruscans,Sparkling Violetear,1,4.793593,-74.111845,2021-02-12,08:03:00,Incidental,P20,,,1.0,0,8,Bolivia,6.608464109555142,0.721642,0.0232116,,56.61032,27.05614,0.01145746
S82117453,Colibri coruscans,Sparkling Violetear,4,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S87382015,Colibri coruscans,Sparkling Violetear,1,4.4953274,-73.9465575,2021-02-13,07:39:00,Traveling,P22,109.0,0.62,14.0,1,8,San Cristobal,17.446940429812233,,,0.0206877,31.0,11.0,
S82145919,Colibri coruscans,Sparkling Violetear,4,4.7299923,-74.1481897,2021-02-21,06:20:00,Traveling,P22,323.0,1.452,5.0,1,6,Bolivia,2.5602050470831275,0.477131,0.01791389,,22.8181,14.91658,0.005186306
S80473834,Colibri coruscans,Sparkling Violetear,3,4.6643333,-73.9643611,2021-02-05,12:40:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.014193,8.9583,10.0,
S80473835,Colibri coruscans,Sparkling Violetear,3,4.6643333,-73.9643611,2021-02-05,12:40:00,Stationary,P21,120.0,,2.0,1,13,MinAmbiente,12.20059278950444,,,0.014193,8.9583,10.0,
S87382610,Piaya cayana,Common Squirrel-Cuckoo,1,4.4956757,-73.9478705,2021-02-13,09:40:00,Stationary,P21,35.0,,14.0,1,10,San Cristobal,17.301209024618007,,,0.02246266,25.0,5.0,
S87383919,Piaya cayana,Common Squirrel-Cuckoo,1,4.4956757,-73.9478705,2021-02-13,09:40:00,Stationary,P21,35.0,,14.0,1,10,San Cristobal,17.301209024618007,,,0.02246266,25.0,5.0,
S88790666,Myiotheretes striaticollis,Streak-throated Bush-Tyrant,1,4.422029,-74.297992,2021-02-18,07:04:00,Traveling,P22,62.0,0.589,1.0,1,7,Ciudad Bolivar,22.654361968787182,1.091897,0.02869018,0.001748522,55.39024,22.01558,0.009244454
S87382610,Tapera naevia,Striped Cuckoo,1,4.4956757,-73.9478705,2021-02-13,09:40:00,Stationary,P21,35.0,,14.0,1,10,San Cristobal,17.301209024618007,,,0.02246266,25.0,5.0,
S87383919,Tapera naevia,Striped Cuckoo,1,4.4956757,-73.9478705,2021-02-13,09:40:00,Stationary,P21,35.0,,14.0,1,10,San Cristobal,17.301209024618007,,,0.02246266,25.0,5.0,
